시장,업종구분,종목명,종목코드,시가총액,유통비율,업종코드
Q,금융,교보17호스팩,489210,107 ,97,111
Q,운송장비/부품,구영테크,053270,618 ,49,126
Q,건설,국보디자인,066620,1470 ,35,107
Q,음식료/담배,국순당,043650,817 ,45,115
Q,비금속,국영지앤엠,006050,481 ,82,121
Q,금속,국일신동,060480,202 ,57,122
Q,종이/목재,국일제지,078130,9019 ,10,117
Q,제약,국전약품,307750,1876 ,37,120
Q,유통,그래디언트,035080,1967 ,54,108
Q,일반서비스,그리드위즈,453450,1644 ,71,103
Q,섬유/의류,그리티,204020,680 ,61,116
Q,전기/전자,그린리소스,402490,1172 ,47,124
Q,제약,그린생명과학,114450,767 ,68,120
Q,금속,그린플러스,186230,867 ,65,122
Q,,글로벌에스엠,900070,227 ,49,101
Q,금융,글로벌텍스프리,204620,4168 ,76,111
Q,유통,글로본,019660,425 ,71,108
Q,금속,금강철강,053260,773 ,30,122
Q,건설,금양그린파워,282720,1281 ,40,107
Q,건설,금화피에스시,036190,1902 ,59,107
Q,전기/전자,기가레인,049080,438 ,72,124
Q,기계/장비,기가비스,420770,3511 ,34,123
Q,전기/전자,기산텔레콤,035460,348 ,64,124
Q,기타제조,꿈비,407400,1178 ,52,127
Q,화학,나노,187790,324 ,88,119
Q,화학,나노신소재,121600,5977 ,76,119
Q,화학,나노실리칸첨단소재,286750,544 ,95,119
Q,전기/전자,나노씨엠에스,247660,250 ,73,124
Q,의료/정밀기기,나노엔텍,039860,1175 ,58,125
Q,화학,나노캠텍,091970,269 ,67,119
Q,기계/장비,나노팀,417010,1159 ,47,123
Q,유통,나라셀라,405920,327 ,42,108
Q,기계/장비,나라엠앤디,051490,552 ,73,123
Q,기계/장비,나래나노텍,137080,369 ,50,123
Q,전기/전자,나무가,190510,1957 ,58,124
Q,IT 서비스,나무기술,242040,564 ,78,129
Q,금융,나우IB,293580,1430 ,35,111
Q,기계/장비,나우로보틱스,459510,2830 ,48,123
Q,제약,나이벡,138610,3177 ,80,120
Q,일반서비스,나이스디앤비,130580,849 ,64,103
Q,통신,나이스정보통신,036800,2175 ,44,128
Q,기계/장비,나인테크,267320,2176 ,72,123
Q,오락/문화,남화산업,111710,1075 ,14,141
Q,건설,남화토건,091590,531 ,41,107
Q,일반서비스,내츄럴엔도텍,168330,1623 ,65,103
Q,IT 서비스,네오리진,094860,217 ,81,129
Q,기계/장비,네오셈,253590,4146 ,44,123
Q,운송장비/부품,네오오토,212560,652 ,48,126
Q,IT 서비스,네오위즈,095660,5191 ,51,129
Q,IT 서비스,네오위즈홀딩스,042420,2441 ,28,129
Q,,네오이뮨텍,950220,1152 ,78,101
Q,음식료/담배,네오크레마,311390,785 ,67,115
Q,운송장비/부품,네오티스,085910,453 ,52,126
Q,화학,네오팜,092730,2330 ,57,119
Q,의료/정밀기기,네오펙트,290660,411 ,69,125
Q,기계/장비,네온테크,306620,1082 ,46,123
Q,IT 서비스,네이블,153460,502 ,30,129
Q,제약,네이처셀,007390,18590 ,82,120
Q,전기/전자,네패스,033640,2276 ,72,124
Q,일반서비스,네패스아크,330860,1412 ,62,103
Q,기계/장비,넥사다이내믹스,351320,556 ,89,123
Q,기계/장비,넥스턴바이오,089140,407 ,79,123
Q,의료/정밀기기,넥스트바이오메디컬,389650,3795 ,54,125
Q,의료/정밀기기,넥스트아이,137940,338 ,68,125
Q,전기/전자,넥스트칩,396270,1277 ,56,124
Q,기계/장비,넥스틴,348210,5595 ,70,123
Q,IT 서비스,넥슨게임즈,225570,11091 ,33,129
Q,IT 서비스,넥써쓰,205500,1900 ,65,129
Q,IT 서비스,넵튠,217270,3853 ,45,129
Q,일반서비스,노랑풍선,104620,783 ,61,103
Q,오락/문화,노머스,473980,3263 ,67,141
Q,음식료/담배,노바렉스,194700,3141 ,63,115
Q,기타제조,노바텍,285490,1899 ,34,127
Q,섬유/의류,노브랜드,145170,891 ,46,116
Q,의료/정밀기기,노블엠앤비,106520,159 ,87,125
Q,의료/정밀기기,노을,376930,887 ,76,125
Q,제약,녹십자엠에스,142280,920 ,48,120
Q,제약,녹십자웰빙,234690,1731 ,53,120
Q,,농우바이오,054050,1315 ,42,101
Q,금속,누리플랜,069140,192 ,73,122
Q,IT 서비스,누리플렉스,040160,452 ,55,129
Q,화학,누보,332290,400 ,39,119
Q,기계/장비,뉴로메카,348340,2596 ,76,123
Q,화학,뉴보텍,060260,238 ,74,119
Q,기계/장비,뉴온,123840,390 ,38,123
Q,운송장비/부품,뉴인텍,012340,340 ,83,126
Q,음식료/담배,뉴트리,270870,493 ,42,115
Q,기계/장비,뉴파워프라즈마,144960,2303 ,57,123
Q,전기/전자,뉴프렉스,085670,1098 ,68,124
Q,IT 서비스,다날,064260,4165 ,78,129
Q,전기/전자,다보링크,340360,666 ,78,124
Q,전기/전자,다산네트웍스,039560,1200 ,70,124
Q,전기/전자,다산솔루에타,154040,234 ,64,124
Q,유통,다우데이타,032190,6442 ,36,108
Q,의료/정밀기기,다원넥스뷰,323350,586 ,54,125
Q,전기/전자,다원시스,068240,3473 ,85,124
Q,오락/문화,닷밀,464580,277 ,65,141
Q,금속,대동금속,020400,196 ,47,122
Q,기계/장비,대동기어,008830,1591 ,46,123
Q,유통,대동스틸,048470,423 ,53,108
Q,금속,대륙제관,004780,618 ,46,122
Q,종이/목재,대림제지,017650,636 ,30,117
Q,건설,대명에너지,389260,4910 ,24,107
Q,기계/장비,대모,317850,619 ,70,123
Q,전기/전자,대보마그네틱,290670,1454 ,49,124
Q,제약,대봉엘에스,078140,1540 ,47,120
Q,유통,대산F&B,065150,231 ,75,108
Q,제약,대성미생물,036480,316 ,61,120
Q,금융,대성창투,027830,1035 ,48,111
Q,운송장비/부품,대성파인텍,104040,535 ,74,126
Q,기계/장비,대성하이텍,129920,905 ,47,123
Q,금융,대신밸런스제14호스팩,442310,144 ,88,111
Q,금융,대신밸런스제16호스팩,457630,156 ,89,111
Q,금융,대신밸런스제17호스팩,471050,132 ,91,111
Q,금융,대신밸런스제18호스팩,478780,173 ,91,111
Q,금융,대신밸런스제19호스팩,482690,119 ,98,111
Q,IT 서비스,대신정보통신,020180,448 ,80,129
Q,전기/전자,대아티아이,045390,4130 ,83,124
Q,운송장비/부품,대양전기공업,108380,2110 ,34,126
Q,건설,대원,007680,633 ,23,107
Q,유통,대원미디어,048910,1322 ,59,108
Q,운송장비/부품,대원산업,005710,1932 ,37,126
Q,화학,대유,290380,568 ,72,119
Q,화학,대정화금,120240,1057 ,48,119
Q,음식료/담배,대주산업,003310,657 ,64,115
Q,전기/전자,대주전자재료,078600,10713 ,69,124
Q,화학,대진첨단소재,393970,1435 ,72,119
Q,금속,대창솔루션,096350,665 ,79,122
Q,금속,대창스틸,140520,497 ,34,122
Q,유통,대한과학,131220,372 ,62,108
Q,전기/전자,대한광통신,010170,788 ,73,124
Q,제약,대한뉴팜,054670,1203 ,57,120
Q,제약,대한약품,023910,1836 ,58,120
Q,금속,대호특수강,021040,317 ,43,122
Q,금속,대호특수강우,021045,24 ,,122
Q,제약,대화제약,067080,2878 ,65,120
Q,섬유/의류,더네이쳐홀딩스,298540,1773 ,58,116
Q,일반서비스,더라미,032860,487 ,46,103
Q,의료/정밀기기,더바이오메드,214610,296 ,71,125
Q,전기/전자,더블유씨피,393890,2498 ,63,124
Q,유통,더블유에스아이,299170,536 ,34,108
Q,통신,더즌,462860,2607 ,18,128
Q,기계/장비,더코디,224060,170 ,78,123
Q,유통,더테크놀로지,043090,47 ,86,108
Q,전기/전자,덕산네오룩스,213420,8455 ,52,124
Q,화학,덕산테코피아,317330,3450 ,51,119
Q,전기/전자,덕산하이메탈,077360,1879 ,42,124
Q,금속,덕신이피씨,090410,726 ,66,122
Q,전기/전자,덕우전자,263600,760 ,43,124
Q,IT 서비스,데브시스터즈,194480,5266 ,65,129
Q,일반서비스,데이원컴퍼니,373160,914 ,68,103
Q,유통,데이타솔루션,263800,773 ,33,108
Q,오락/문화,덱스터,206560,1865 ,78,141
Q,의료/정밀기기,덴티스,261200,1100 ,68,125
Q,유통,도이치모터스,067990,1335 ,59,108
Q,제약,동구바이오제약,006620,1574 ,57,120
Q,금속,동국S&C,100130,1629 ,47,122
Q,금속,동국산업,005160,2080 ,44,122
Q,제약,동국생명과학,303810,1436 ,32,120
Q,비금속,동국알앤에스,075970,452 ,46,121
Q,제약,동국제약,086450,7778 ,53,120
Q,의료/정밀기기,동방메디컬,240550,2713 ,43,125
Q,운송장비/부품,동방선기,099410,508 ,65,126
Q,화학,동성화인텍,033500,8127 ,61,119
Q,건설,동신건설,025950,2159 ,31,107
Q,기계/장비,동아엘텍,088130,525 ,62,123
Q,화학,동아화성,041930,902 ,49,119
Q,금속,동양에스텍,060380,275 ,42,122
Q,전기/전자,동양이엔피,079960,1859 ,55,124
Q,비금속,동양파일,228340,406 ,40,121
Q,음식료/담배,동우팜투테이블,088910,561 ,47,115
Q,전기/전자,동운아나텍,094170,3916 ,80,124
Q,건설,동원개발,013120,2443 ,34,107
Q,금속,동일금속,109860,770 ,33,122
Q,전기/전자,동일기연,032960,442 ,21,124
Q,금속,동일스틸럭스,023790,193 ,61,122
Q,화학,동진쎄미켐,005290,15322 ,65,119
Q,종이/목재,동화기업,025900,4323 ,23,117
Q,일반서비스,두산테스나,131970,5421 ,72,103
Q,기타제조,듀오백,073190,269 ,48,127
Q,제약,듀켐바이오,176750,3102 ,38,120
Q,IT 서비스,드래곤플라이,030350,135 ,91,129
Q,IT 서비스,드림시큐리티,203650,1885 ,55,129
Q,일반서비스,드림씨아이에스,223250,794 ,28,103
Q,오락/문화,드림어스컴퍼니,060570,1369 ,28,141
Q,일반서비스,드림인사이트,362990,365 ,37,103
Q,유통,디모아,016670,254 ,51,108
Q,기계/장비,디바이스,187870,795 ,60,123
Q,금융,디비금융제13호스팩,489730,132 ,95,111
Q,기계/장비,디아이티,110990,2536 ,58,123
Q,의료/정밀기기,디알젬,263690,621 ,52,125
Q,의료/정밀기기,디알텍,214680,1420 ,93,125
Q,일반서비스,디앤디파마텍,347850,10500 ,78,103
Q,오락/문화,디앤씨미디어,263720,2201 ,52,141
Q,IT 서비스,디어유,376300,12391 ,49,129
Q,기계/장비,디에스케이,109740,1897 ,54,123
Q,유통,디에이치엑스컴퍼니,031860,200 ,79,108
Q,기계/장비,디에이테크놀로지,196490,362 ,93,123
Q,전기/전자,디에이피,066900,595 ,22,124
Q,화학,디엔에프,092070,1481 ,68,119
Q,의료/정밀기기,디오,039840,2733 ,61,125
Q,유통,디와이디,219550,758 ,86,108
Q,운송장비/부품,디와이씨,310870,314 ,73,126
Q,기계/장비,디와이피엔에프,104460,1765 ,42,123
Q,전기/전자,디이엔티,079810,1313 ,76,124
Q,운송장비/부품,디젠스,113810,345 ,65,126
Q,전기/전자,디지아이,043360,203 ,58,124
Q,IT 서비스,디지캡,197140,295 ,56,129
Q,일반서비스,디지털대성,068930,2073 ,39,103
Q,IT 서비스,디지틀조선,033130,587 ,70,129
Q,기계/장비,디케이락,105740,824 ,63,123
Q,화학,디케이앤디,263020,430 ,64,119
Q,전기/전자,디케이티,290550,1318 ,49,124
Q,전기/전자,디티씨,066670,613 ,49,124
Q,일반서비스,디티앤씨,187220,355 ,58,103
Q,일반서비스,디티앤씨알오,383930,521 ,67,103
Q,전기/전자,딜리,131180,294 ,57,124
Q,IT 서비스,딥노이드,315640,1405 ,68,129
Q,유통,딥마인드,223310,636 ,35,108
Q,전기/전자,라닉스,317120,233 ,74,124
Q,의료/정밀기기,라메디텍,462510,704 ,62,125
Q,IT 서비스,라온시큐어,042510,1321 ,57,129
Q,기계/장비,라온테크,232680,965 ,57,123
Q,전기/전자,라온텍,418420,1083 ,70,124
Q,IT 서비스,라온피플,300120,968 ,55,129
Q,화학,라이온켐텍,171120,849 ,42,119
Q,전기/전자,라이콤,388790,805 ,39,124
Q,화학,라파스,214260,1523 ,73,119
Q,화학,램테크놀러지,171010,613 ,67,119
Q,일반서비스,랩지노믹스,084650,1997 ,83,103
Q,기계/장비,러셀,217500,578 ,53,123
Q,일반서비스,레드캡투어,038390,2030 ,23,103
Q,화학,레몬,294140,903 ,46,119
Q,일반서비스,레뷰코퍼레이션,443250,1277 ,43,103
Q,의료/정밀기기,레이,228670,1281 ,72,125
Q,의료/정밀기기,레이언스,228850,1150 ,30,125
Q,기계/장비,레이저쎌,412350,291 ,79,123
Q,의료/정밀기기,레이저옵텍,199550,1043 ,69,125
Q,화학,레이크머티리얼즈,281740,8039 ,56,119
Q,기계/장비,레인보우로보틱스,277810,53738 ,54,123
Q,전기/전자,로보로보,215100,937 ,63,124
Q,기계/장비,로보스타,090360,2364 ,66,123
Q,기계/장비,로보티즈,108490,7293 ,73,123
Q,,로스웰,900260,238 ,66,101
Q,IT 서비스,로지시스,067730,348 ,45,129
Q,기계/장비,로체시스템즈,071280,2062 ,53,123
Q,제약,로킷헬스케어,376900,2186 ,73,120
Q,IT 서비스,루닛,328130,13219 ,80,129
Q,전기/전자,루멘스,038060,432 ,77,124
Q,운송장비/부품,루미르,474170,1463 ,48,126
Q,일반서비스,리가켐바이오,141080,39869 ,69,103
Q,전기/전자,리노공업,058470,36467 ,64,124
Q,종이/목재,리더스코스메틱,016100,444 ,66,117
Q,유통,리드코프,012700,1521 ,56,108
Q,의료/정밀기기,리메드,302550,1088 ,63,125
Q,기타제조,리튬포어스,073570,348 ,84,127
Q,IT 서비스,리파인,377450,2402 ,51,129
Q,금융,린드먼아시아,277070,711 ,19,111
Q,IT 서비스,링네트,042500,830 ,48,129
Q,전기/전자,링크드,193250,344 ,72,124
Q,기계/장비,링크솔루션,474650,1141 ,70,123
Q,IT 서비스,링크제니시스,219420,590 ,67,129
Q,화학,마녀공장,439090,2943 ,48,119
Q,음식료/담배,마니커에프앤지,195500,511 ,70,115
Q,IT 서비스,마음AI,377480,1682 ,79,129
Q,의료/정밀기기,마이크로디지탈,305090,1683 ,73,125
Q,전기/전자,마이크로컨텍솔,098120,1256 ,79,124
Q,전기/전자,마이크로투나노,424980,527 ,59,124
Q,일반서비스,마크로젠,038290,1702 ,79,103
Q,음식료/담배,매일유업,267980,2965 ,35,115
Q,음식료/담배,매일홀딩스,005990,1515 ,23,115
Q,유통,매커스,093520,2412 ,42,108
Q,전기/전자,머큐리,100590,529 ,45,124
Q,일반서비스,멀티캠퍼스,067280,2145 ,37,103
Q,오락/문화,메가스터디,072870,1309 ,56,141
Q,일반서비스,메가스터디교육,215200,5515 ,59,103
Q,일반서비스,메가엠디,133750,507 ,50,103
Q,전기/전자,메가터치,446540,828 ,42,124
Q,일반서비스,메드팩토,235980,1285 ,80,103
Q,의료/정밀기기,메디아나,041920,1142 ,57,125
Q,유통,메디앙스,014100,255 ,61,108
Q,운송장비/부품,메디콕스,054180,162 ,83,126
Q,제약,메디톡스,086900,11845 ,71,120
Q,제약,메디포스트,078160,3733 ,59,120
Q,일반서비스,메쎄이상,408920,1003 ,16,103
Q,금융,메이슨캐피탈,021880,756 ,51,111
Q,일반서비스,메지온,140410,12168 ,71,103
Q,전기/전자,메카로,241770,1284 ,45,124
Q,제약,메타바이오메드,059210,1537 ,75,120
Q,의료/정밀기기,멕아이씨에스,058110,367 ,71,125
Q,IT 서비스,모니터랩,434480,542 ,62,129
Q,유통,모다이노칩,080420,1838 ,23,108
Q,기계/장비,모델솔루션,417970,704 ,36,123
Q,일반서비스,모두투어,080160,2257 ,79,103
Q,IT 서비스,모바일어플라이언스,087260,659 ,82,129
Q,전기/전자,모베이스,101330,780 ,51,124
Q,운송장비/부품,모베이스전자,012860,1097 ,52,126
Q,일반서비스,모비데이즈,363260,562 ,49,103
Q,IT 서비스,모비릭스,348030,435 ,52,129
Q,IT 서비스,모비스,250060,830 ,66,129
Q,IT 서비스,모아데이타,288980,433 ,64,129
Q,일반서비스,모아라이프플러스,142760,721 ,80,103
Q,전기/전자,모아텍,033200,528 ,13,124
Q,IT 서비스,모코엠시스,333050,359 ,49,129
Q,운송장비/부품,모트렉스,118990,2225 ,60,126
Q,전기/전자,모티브링크,463480,1306 ,30,124
Q,비금속,모헨즈,006920,329 ,61,121
Q,종이/목재,무림SP,001810,375 ,38,117
Q,IT 서비스,미디어젠,279600,506 ,60,129
Q,화학,미래나노텍,095500,2596 ,69,119
Q,유통,미래반도체,254490,2112 ,26,108
Q,음식료/담배,미래생명자원,218150,841 ,43,115
Q,금융,미래에셋드림스팩1호,442900,794 ,92,111
Q,금융,미래에셋벤처투자,100790,3554 ,31,111
Q,금융,미래에셋비전스팩2호,446190,113 ,94,111
Q,금융,미래에셋비전스팩3호,448830,106 ,92,111
Q,금융,미래에셋비전스팩4호,477380,166 ,90,111
Q,금융,미래에셋비전스팩5호,477470,116 ,86,111
Q,금융,미래에셋비전스팩6호,478440,141 ,94,111
Q,금융,미래에셋비전스팩7호,482680,164 ,95,111
Q,기계/장비,미래컴퍼니,049950,1393 ,63,123
Q,IT 서비스,미스터블루,207760,1464 ,45,129
Q,전기/전자,미코,059090,4725 ,71,124
Q,IT 서비스,미투온,201490,1301 ,78,129
Q,IT 서비스,미트박스,475460,726 ,70,129
Q,의료/정밀기기,민테크,452200,879 ,60,125
Q,제약,바디텍메드,206640,3556 ,69,120
Q,유통,바른손,018700,386 ,65,108
Q,오락/문화,바른손이앤에이,035620,342 ,71,141
Q,제약,바이넥스,053030,5413 ,86,120
Q,IT 서비스,바이브컴퍼니,301300,738 ,72,129
Q,제약,바이오니아,064550,3949 ,82,120
Q,의료/정밀기기,바이오다인,314930,4777 ,52,125
Q,화학,바이오비쥬,489460,2631 ,32,119
Q,제약,바이오솔루션,086820,862 ,80,120
Q,전기/전자,바이오스마트,038460,937 ,71,124
Q,제약,바이오에프디엔씨,251120,1490 ,65,120
Q,일반서비스,바이오인프라,199730,264 ,56,103
Q,일반서비스,바이오톡스텍,086040,489 ,75,103
Q,음식료/담배,바이오포트,188040,486 ,51,115
Q,제약,바이오플러스,099430,4350 ,67,120
Q,유통,바이온,032980,135 ,93,108
Q,일반서비스,바이젠셀,308080,596 ,77,103
Q,의료/정밀기기,바텍,043150,3231 ,46,125
Q,일반서비스,박셀바이오,323990,2247 ,85,103
Q,섬유/의류,배럴,267790,355 ,49,116
Q,전기/전자,백금T&A,046310,492 ,72,124
Q,IT 서비스,밸로프,331520,307 ,67,129
Q,IT 서비스,뱅크웨어글로벌,199480,485 ,67,129
Q,IT 서비스,버넥트,438700,535 ,64,129
Q,통신,버킷스튜디오,066410,997 ,84,128
Q,전기/전자,범한퓨얼셀,382900,1546 ,45,124
Q,건설,베노티앤알,206400,657 ,86,107
Q,유통,베뉴지,019010,1147 ,31,108
Q,기계/장비,베셀,177350,205 ,72,123
Q,전기/전자,벡트,457600,466 ,35,124
Q,IT 서비스,벨로크,424760,182 ,47,129
Q,비금속,보광산업,225530,1435 ,31,121
Q,유통,보라티알,250000,695 ,27,108
Q,일반서비스,보로노이,310210,17616 ,58,103
Q,금속,보성파워텍,006910,1619 ,85,122
Q,화학,본느,226340,407 ,65,119
Q,,부방,014470,996 ,42,101
Q,금속,부스타,008470,325 ,57,122
Q,IT 서비스,뷰노,338220,2665 ,83,129
Q,의료/정밀기기,뷰웍스,100120,2101 ,62,125
Q,화학,뷰티스킨,406820,445 ,47,119
Q,IT 서비스,브레인즈컴퍼니,099390,487 ,55,129
Q,IT 서비스,브리지텍,064480,624 ,61,129
Q,제약,브릿지바이오테라퓨틱스,288330,362 ,91,120
Q,기타제조,브이씨,365900,260 ,60,127
Q,기계/장비,브이엠,089970,2969 ,81,123
Q,기계/장비,브이원텍,251630,756 ,48,123
Q,화학,브이티,018290,14767 ,60,119
Q,섬유/의류,블랙야크아이앤씨,478560,933 ,16,116
Q,유통,블루엠텍,439580,1769 ,72,108
Q,전기/전자,블루콤,033560,580 ,49,124
Q,오락/문화,블리츠웨이엔터테인먼트,369370,707 ,47,141
Q,전기/전자,비나텍,126340,1861 ,63,124
Q,전기/전자,비덴트,121800,2563 ,65,124
Q,제약,비보존 제약,082800,2931 ,58,120
Q,화학,비비씨,318410,482 ,69,119
Q,의료/정밀기기,비스토스,419540,368 ,56,125
Q,전기/전자,비씨엔씨,146320,1162 ,42,124
Q,제약,비씨월드제약,200780,447 ,54,120
Q,IT 서비스,비아이매트릭스,413640,1059 ,40,129
Q,기계/장비,비아트론,141000,1050 ,67,123
Q,기계/장비,비에이치아이,083650,13461 ,59,123
Q,금융,비엔케이제1호스팩,445360,92 ,93,111
Q,금융,비엔케이제2호스팩,473370,86 ,95,111
Q,유통,비엘팜텍,065170,239 ,72,108
Q,기계/장비,비엠티,086670,869 ,37,123
Q,의료/정밀기기,비올,335890,6338 ,62,125
Q,IT 서비스,비유테크놀러지,230980,214 ,90,129
Q,전기/전자,비츠로셀,082920,6885 ,61,124
Q,전기/전자,비츠로시스,054220,215 ,84,124
Q,금융,비츠로테크,042370,2151 ,39,111
Q,일반서비스,비케이홀딩스,050090,167 ,65,103
Q,IT 서비스,비큐AI,148780,497 ,65,129
Q,IT 서비스,비투엔,307870,586 ,68,129
Q,IT 서비스,비트맥스,377030,1644 ,79,129
Q,IT 서비스,비트컴퓨터,032850,878 ,68,129
Q,음식료/담배,비피도,238200,269 ,68,115
Q,전기/전자,빅솔론,093190,1154 ,28,124
Q,의료/정밀기기,빅텍,065450,1382 ,73,125
Q,화학,빌리언스,044480,131 ,62,119
Q,전기/전자,빛과전자,069540,510 ,83,124
Q,전기/전자,빛샘전자,072950,386 ,62,124
Q,화학,삐아,451250,1125 ,35,119
Q,IT 서비스,사람인,143240,1829 ,42,129
Q,IT 서비스,사이냅소프트,466410,641 ,47,129
Q,전기/전자,사피엔반도체,452430,1807 ,66,124
Q,IT 서비스,산돌,419120,629 ,46,129
Q,운송장비/부품,삼기,122350,439 ,66,126
Q,운송장비/부품,삼기에너지솔루션즈,419050,994 ,48,126
Q,종이/목재,삼륭물산,014970,989 ,18,117
Q,금속,삼목에스폼,018310,3278 ,29,122
Q,운송장비/부품,삼보모터스,053700,965 ,58,126
Q,금속,삼보산업,009620,247 ,74,122
Q,종이/목재,삼보판지,023600,1564 ,32,117
Q,금융,삼성스팩8호,448740,486 ,92,111
Q,금융,삼성스팩9호,468510,225 ,95,111
Q,제약,삼아제약,009300,1129 ,30,120
Q,화학,삼양엔씨켐,482630,2052 ,28,119
Q,화학,삼양케이씨아이,036670,786 ,45,119
Q,전기/전자,삼영에스앤씨,361670,258 ,51,124
Q,금속,삼영엠텍,054540,698 ,81,122
Q,전기/전자,삼영이엔씨,065570,123 ,66,124
Q,운송/창고,삼일,032280,255 ,63,110
Q,건설,삼일기업공사,002290,449 ,59,107
Q,전기/전자,삼지전자,037460,1725 ,46,124
Q,전기/전자,삼진,032750,418 ,55,124
Q,기타제조,삼진엘앤디,054090,194 ,74,127
Q,제약,삼천당제약,000250,37860 ,61,120
Q,유통,삼천리자전거,024950,608 ,52,108
Q,비금속,삼표시멘트,038500,3421 ,34,121
Q,운송장비/부품,삼현,437730,4401 ,29,126
Q,금속,삼현철강,017480,729 ,39,122
Q,오락/문화,삼화네트웍스,046390,540 ,53,141
Q,화학,상보,027580,620 ,78,119
Q,IT 서비스,상상인,038540,1109 ,65,129
Q,금융,상상인제4호스팩,452670,107 ,86,111
Q,전기/전자,상신이디피,091580,1073 ,71,124
Q,전기/전자,상신전자,263810,430 ,54,124
Q,화학,상아프론테크,089980,2836 ,55,119
Q,건설,상지건설,042940,1107 ,77,107
Q,전기/전자,새로닉스,042600,852 ,33,124
Q,화학,새빗켐,107600,884 ,42,119
Q,IT 서비스,샌즈랩,411080,1293 ,40,129
Q,전기/전자,샘씨엔에스,252990,2753 ,34,124
Q,제약,샤페론,378800,1001 ,84,120
Q,전기/전자,서남,294630,735 ,90,124
Q,유통,서린바이오,038070,711 ,66,108
Q,일반서비스,서부T&D,006730,5221 ,43,103
Q,비금속,서산,079650,306 ,32,121
Q,기계/장비,서암기계공업,100660,470 ,40,123
Q,기계/장비,서연탑메탈,019770,436 ,49,123
Q,유통,서울리거,043710,683 ,37,108
Q,전기/전자,서울바이오시스,092190,1488 ,30,124
Q,전기/전자,서울반도체,046890,3930 ,68,124
Q,유통,서울옥션,063170,1694 ,65,108
Q,전기/전자,서울전자통신,027040,166 ,58,124
Q,제약,서울제약,018680,405 ,40,120
Q,IT 서비스,서울평가정보,036120,888 ,37,129
Q,전기/전자,서원인텍,093920,1088 ,47,124
Q,전기/전자,서전기전,189860,426 ,56,124
Q,전기/전자,서진시스템,178320,11559 ,54,124
Q,운송장비/부품,서진오토모티브,122690,536 ,40,126
Q,유통,서플러스글로벌,140070,917 ,36,108
Q,건설,서한,011370,913 ,86,107
Q,전기/전자,서호전기,065710,2047 ,28,124
Q,건설,서희건설,035890,4042 ,20,107
Q,화학,석경에이티,357550,2678 ,59,119
Q,운송/창고,선광,003100,1406 ,38,110
Q,제약,선바이오,067370,959 ,66,120
Q,일반서비스,선샤인푸드,217620,268 ,91,103
Q,기계/장비,선익시스템,171090,3390 ,44,123
Q,화학,선진뷰티사이언스,086710,1672 ,43,119
Q,금속,성광벤드,014620,9300 ,58,122
Q,일반서비스,성도이엔지,037350,709 ,56,103
Q,전기/전자,성우,458650,1735 ,25,124
Q,전기/전자,성우전자,081580,493 ,56,124
Q,전기/전자,성우테크론,045300,299 ,54,124
Q,운송장비/부품,성우하이텍,015750,4592 ,55,126
Q,화학,성일하이텍,365340,4140 ,63,119
Q,운송장비/부품,성창오토텍,080470,299 ,47,126
Q,전기/전자,성호전자,043260,833 ,45,124
Q,전기/전자,세경하이테크,148150,2159 ,77,124
Q,기타제조,세니젠,188260,192 ,66,127
Q,운송장비/부품,세동,053060,235 ,71,126
Q,화학,세림B&G,340440,389 ,37,119
Q,금속,세명전기,017510,1153 ,61,122
Q,건설,세보엠이씨,011560,1209 ,46,107
Q,금속,세아메카닉스,396300,650 ,51,122
Q,제약,세운메디칼,100700,1130 ,46,120
Q,운송장비/부품,세원물산,024830,732 ,21,126
Q,의료/정밀기기,세종메디칼,258830,230 ,93,125
Q,건설,세종텔레콤,036630,1090 ,40,107
Q,IT 서비스,세중,039310,290 ,67,129
Q,전기/전자,세진티에스,067770,204 ,51,124
Q,의료/정밀기기,세코닉스,053450,867 ,79,125
Q,금속,세토피아,222810,817 ,90,122
Q,화학,세화피앤씨,252500,336 ,68,119
Q,전기/전자,센서뷰,321370,527 ,73,124
Q,의료/정밀기기,센코,347000,840 ,65,125
Q,제약,셀레믹스,331920,258 ,90,120
Q,일반서비스,셀레스트라,352770,136 ,86,103
Q,음식료/담배,셀로맥스사이언스,471820,585 ,16,115
Q,제약,셀루메드,049180,561 ,67,120
Q,일반서비스,셀리드,299660,1298 ,89,103
Q,IT 서비스,셀바스AI,108860,4102 ,88,129
Q,의료/정밀기기,셀바스헬스케어,208370,1241 ,59,125
Q,섬유/의류,셀바이오휴먼텍,318160,662 ,51,116
Q,제약,셀비온,308430,2608 ,60,120
Q,제약,셀트리온제약,068760,21839 ,44,120
Q,전기/전자,셀피글로벌,068940,298 ,73,124
Q,유통,소노스퀘어,007720,917 ,55,108
Q,화학,소니드,060230,327 ,79,119
Q,전기/전자,소룩스,290690,2622 ,90,124
Q,,소마젠,950200,749 ,43,101
Q,IT 서비스,소프트센,032680,394 ,83,129
Q,IT 서비스,소프트센우,032685,28 ,,129
Q,IT 서비스,소프트캠프,258790,305 ,73,129
Q,유통,손오공,066910,592 ,80,108
Q,의료/정밀기기,솔디펜스,215090,984 ,68,125
Q,일반서비스,솔본,035610,1140 ,45,103
Q,화학,솔브레인,357780,12990 ,53,119
Q,일반서비스,솔브레인홀딩스,036830,7075 ,20,103
Q,IT 서비스,솔트룩스,304100,5732 ,86,129
